Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/12/2023,06/01/2021,06/30/2021,By Month,2021,6,Oregon,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,06/01/2021,06/30/2021,By Month,2021,6,Oregon,Decedent's home,17,1566,20,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,06/01/2021,06/30/2021,By Month,2021,6,Oregon,Hospice facility,,68,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,06/01/2021,06/30/2021,By Month,2021,6,Oregon,Nursing home/long term care facility,13,531,11,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,06/01/2021,06/30/2021,By Month,2021,6,Oregon,Other,,387,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,06/01/2021,06/30/2021,By Month,2021,6,Oregon,Place of death unknown,0,0,0,0,0,0,
04/12/2023,07/01/2021,07/31/2021,By Month,2021,7,Oregon,Total - All Places of Death,103,3557,133,38,0,198,
04/12/2023,07/01/2021,07/31/2021,By Month,2021,7,Oregon,"Healthcare setting, inpatient",69,886,90,36,0,123,
04/12/2023,07/01/2021,07/31/2021,By Month,2021,7,Oregon,"Healthcare setting, outpatient or emergency room",0,161,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,07/01/2021,07/31/2021,By Month,2021,7,Oregon,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,07/01/2021,07/31/2021,By Month,2021,7,Oregon,Decedent's home,15,1504,21,0,0,36,
04/12/2023,07/01/2021,07/31/2021,By Month,2021,7,Oregon,Hospice facility,,72,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,07/01/2021,07/31/2021,By Month,2021,7,Oregon,Nursing home/long term care facility,14,563,11,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,07/01/2021,07/31/2021,By Month,2021,7,Oregon,Other,,368,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,07/01/2021,07/31/2021,By Month,2021,7,Oregon,Place of death unknown,0,0,0,0,0,0,
04/12/2023,08/01/2021,08/31/2021,By Month,2021,8,Oregon,Total - All Places of Death,595,4056,376,276,,695,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,08/01/2021,08/31/2021,By Month,2021,8,Oregon,"Healthcare setting, inpatient",399,1159,298,230,,467,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,08/01/2021,08/31/2021,By Month,2021,8,Oregon,"Healthcare setting, outpatient or emergency room",26,184,,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,08/01/2021,08/31/2021,By Month,2021,8,Oregon,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,08/01/2021,08/31/2021,By Month,2021,8,Oregon,Decedent's home,93,1649,39,22,0,110,
04/12/2023,08/01/2021,08/31/2021,By Month,2021,8,Oregon,Hospice facility,0,68,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,08/01/2021,08/31/2021,By Month,2021,8,Oregon,Nursing home/long term care facility,63,617,21,13,0,71,
04/12/2023,08/01/2021,08/31/2021,By Month,2021,8,Oregon,Other,14,376,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,08/01/2021,08/31/2021,By Month,2021,8,Oregon,Place of death unknown,0,0,0,0,0,0,
04/12/2023,09/01/2021,09/30/2021,By Month,2021,9,Oregon,Total - All Places of Death,928,4311,541,435,,1035,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,09/01/2021,09/30/2021,By Month,2021,9,Oregon,"Healthcare setting, inpatient",652,1465,446,377,,722,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,09/01/2021,09/30/2021,By Month,2021,9,Oregon,"Healthcare setting, outpatient or emergency room",26,146,15,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,09/01/2021,09/30/2021,By Month,2021,9,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/12/2023,09/01/2021,09/30/2021,By Month,2021,9,Oregon,Decedent's home,119,1674,49,27,0,141,
04/12/2023,09/01/2021,09/30/2021,By Month,2021,9,Oregon,Hospice facility,,67,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,09/01/2021,09/30/2021,By Month,2021,9,Oregon,Nursing home/long term care facility,104,592,22,14,0,112,
04/12/2023,09/01/2021,09/30/2021,By Month,2021,9,Oregon,Other,26,367,,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,09/01/2021,09/30/2021,By Month,2021,9,Oregon,Place of death unknown,0,0,0,0,0,0,
04/12/2023,10/01/2021,10/31/2021,By Month,2021,10,Oregon,Total - All Places of Death,638,4242,432,310,0,760,
04/12/2023,10/01/2021,10/31/2021,By Month,2021,10,Oregon,"Healthcare setting, inpatient",431,1251,339,258,0,512,
04/12/2023,10/01/2021,10/31/2021,By Month,2021,10,Oregon,"Healthcare setting, outpatient or emergency room",18,171,13,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,10/01/2021,10/31/2021,By Month,2021,10,Oregon,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,10/01/2021,10/31/2021,By Month,2021,10,Oregon,Decedent's home,91,1684,48,25,0,114,
04/12/2023,10/01/2021,10/31/2021,By Month,2021,10,Oregon,Hospice facility,,87,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,10/01/2021,10/31/2021,By Month,2021,10,Oregon,Nursing home/long term care facility,78,675,23,15,0,86,
04/12/2023,10/01/2021,10/31/2021,By Month,2021,10,Oregon,Other,14,373,,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,10/01/2021,10/31/2021,By Month,2021,10,Oregon,Place of death unknown,0,0,0,0,0,0,
04/12/2023,11/01/2021,11/30/2021,By Month,2021,11,Oregon,Total - All Places of Death,393,3774,312,198,0,507,
04/12/2023,11/01/2021,11/30/2021,By Month,2021,11,Oregon,"Healthcare setting, inpatient",270,1054,251,174,0,347,
04/12/2023,11/01/2021,11/30/2021,By Month,2021,11,Oregon,"Healthcare setting, outpatient or emergency room",15,146,12,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,11/01/2021,11/30/2021,By Month,2021,11,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/12/2023,11/01/2021,11/30/2021,By Month,2021,11,Oregon,Decedent's home,66,1613,31,12,0,85,
04/12/2023,11/01/2021,11/30/2021,By Month,2021,11,Oregon,Hospice facility,0,75,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,11/01/2021,11/30/2021,By Month,2021,11,Oregon,Nursing home/long term care facility,34,530,13,,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,11/01/2021,11/30/2021,By Month,2021,11,Oregon,Other,,356,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,11/01/2021,11/30/2021,By Month,2021,11,Oregon,Place of death unknown,0,0,0,0,0,0,
04/12/2023,12/01/2021,12/31/2021,By Month,2021,12,Oregon,Total - All Places of Death,331,4086,319,163,,491,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2021,12/31/2021,By Month,2021,12,Oregon,"Healthcare setting, inpatient",216,1159,237,135,,320,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2021,12/31/2021,By Month,2021,12,Oregon,"Healthcare setting, outpatient or emergency room",12,166,13,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2021,12/31/2021,By Month,2021,12,Oregon,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2021,12/31/2021,By Month,2021,12,Oregon,Decedent's home,61,1740,42,14,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2021,12/31/2021,By Month,2021,12,Oregon,Hospice facility,,85,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2021,12/31/2021,By Month,2021,12,Oregon,Nursing home/long term care facility,33,576,19,,0,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2021,12/31/2021,By Month,2021,12,Oregon,Other,,359,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,12/01/2021,12/31/2021,By Month,2021,12,Oregon,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2022,01/31/2022,By Month,2022,1,Oregon,Total - All Places of Death,589,4385,372,248,,714,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,01/31/2022,By Month,2022,1,Oregon,"Healthcare setting, inpatient",360,1284,280,203,,438,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,01/31/2022,By Month,2022,1,Oregon,"Healthcare setting, outpatient or emergency room",18,148,10,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,01/31/2022,By Month,2022,1,Oregon,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,01/31/2022,By Month,2022,1,Oregon,Decedent's home,109,1840,45,23,,131,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,01/31/2022,By Month,2022,1,Oregon,Hospice facility,0,70,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,01/31/2022,By Month,2022,1,Oregon,Nursing home/long term care facility,77,646,15,,0,85,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,01/31/2022,By Month,2022,1,Oregon,Other,25,395,18,10,0,33,
04/12/2023,01/01/2022,01/31/2022,By Month,2022,1,Oregon,Place of death unknown,0,0,0,0,0,0,
04/12/2023,02/01/2022,02/28/2022,By Month,2022,2,Oregon,Total - All Places of Death,614,3839,366,263,,718,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,02/01/2022,02/28/2022,By Month,2022,2,Oregon,"Healthcare setting, inpatient",394,1129,283,212,,466,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,02/01/2022,02/28/2022,By Month,2022,2,Oregon,"Healthcare setting, outpatient or emergency room",11,134,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,02/01/2022,02/28/2022,By Month,2022,2,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/12/2023,02/01/2022,02/28/2022,By Month,2022,2,Oregon,Decedent's home,110,1602,45,28,0,127,
04/12/2023,02/01/2022,02/28/2022,By Month,2022,2,Oregon,Hospice facility,,52,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,02/01/2022,02/28/2022,By Month,2022,2,Oregon,Nursing home/long term care facility,76,595,19,12,0,83,
04/12/2023,02/01/2022,02/28/2022,By Month,2022,2,Oregon,Other,22,327,10,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,02/01/2022,02/28/2022,By Month,2022,2,Oregon,Place of death unknown,0,0,0,0,0,0,
04/12/2023,03/01/2022,03/31/2022,By Month,2022,3,Oregon,Total - All Places of Death,239,3635,190,93,,337,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2022,03/31/2022,By Month,2022,3,Oregon,"Healthcare setting, inpatient",111,952,124,60,0,175,
04/12/2023,03/01/2022,03/31/2022,By Month,2022,3,Oregon,"Healthcare setting, outpatient or emergency room",11,128,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2022,03/31/2022,By Month,2022,3,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/12/2023,03/01/2022,03/31/2022,By Month,2022,3,Oregon,Decedent's home,59,1565,26,14,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2022,03/31/2022,By Month,2022,3,Oregon,Hospice facility,,74,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2022,03/31/2022,By Month,2022,3,Oregon,Nursing home/long term care facility,44,553,23,14,0,53,
04/12/2023,03/01/2022,03/31/2022,By Month,2022,3,Oregon,Other,12,363,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,03/01/2022,03/31/2022,By Month,2022,3,Oregon,Place of death unknown,0,0,0,0,0,0,
04/12/2023,04/01/2022,04/30/2022,By Month,2022,4,Oregon,Total - All Places of Death,89,3480,176,35,,232,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,04/01/2022,04/30/2022,By Month,2022,4,Oregon,"Healthcare setting, inpatient",43,917,113,24,,134,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
